johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
    02.1% ff1_mboss       (206 / 10000)
    02.0% ct_boss         (200 / 10000)
    01.8% ff7_hurry2      (180 / 10000)
    01.8% ob_battle       (180 / 10000)
    01.7% bof2_battle2    (170 / 10000)
    01.6% ff7_weapon      (164 / 10000)
    01.4% top_boss        (142 / 10000)
    01.1% ffmq_lava       (115 / 10000)
    01.1% ff6_grandfinale (113 / 10000)
    00.8% ff8_laguna      (76 / 10000)
    00.6% omf_desert      (57 / 10000)
    00.6% iog_boss        (56 / 10000)
[JOHNNY]:
    04.3% ff9_flamenco  (426 / 10000)
    04.2% smb2_over     (424 / 10000)
    04.2% ffmq_tristam  (419 / 10000)
    03.9% sd3_tension   (387 / 10000)
    03.8% ff6_johnny    (381 / 10000)
    03.8% mother2_bus   (380 / 10000)
    03.7% sth1_spring   (366 / 10000)
    03.6% smrpg_battle  (363 / 10000)
    03.6% sd2_scorpion  (358 / 10000)
    03.5% ff8_triad     (355 / 10000)
    03.4% ffmq_rock     (344 / 10000)
    02.2% mmx3_seahorse (216 / 10000)
    02.1% ct_fair       (215 / 10000)
    02.1% sf2_balrog    (206 / 10000)
    02.1% rs3_julian    (206 / 10000)
    02.1% mg64_menu     (205 / 10000)
    02.1% lu1_world     (205 / 10000)
    02.0% smrpg_road2   (200 / 10000)
    02.0% fz_white1     (199 / 10000)
    02.0% duck_moon     (199 / 10000)
    02.0% ff7_electric  (198 / 10000)
    01.9% lu1_shopping  (195 / 10000)
    01.9% ffmq_faeria   (190 / 10000)
    01.9% rs1_battle    (190 / 10000)
    01.9% ff6_spinach   (188 / 10000)
    01.9% crys_fields   (187 / 10000)
    01.8% fz_silence    (185 / 10000)
    01.8% ff6_town2     (184 / 10000)
    01.8% mmx_prologue  (183 / 10000)
    01.8% ff14_battledt (183 / 10000)
    01.8% lu1_file      (183 / 10000)
    01.8% ys8_idance    (180 / 10000)
    01.8% xg_lahan      (179 / 10000)
    01.8% jts_stage1    (175 / 10000)
    01.8% smb2_select   (175 / 10000)
    01.7% sf2_guile     (174 / 10000)
    01.7% sd2_popoi     (174 / 10000)
    01.7% mi_scummbar   (173 / 10000)
    01.7% top_world3    (172 / 10000)
    01.6% ff4_battle    (164 / 10000)
    01.6% sf2_ken       (159 / 10000)
    01.6% smrpg_road    (155 / 10000)
[KEFKA]:
    10.6% ff6_kefka      (1059 / 10000)
    10.3% lu2_labyrinth  (1027 / 10000)
    09.8% ct_trial       (979 / 10000)
    09.7% ff10_ambition  (973 / 10000)
    09.5% zoot_storms    (949 / 10000)
    08.6% ff8_witches    (861 / 10000)
    05.6% ff4_calcobrena (556 / 10000)
    05.2% cc_harle       (516 / 10000)
    05.0% ff4_zot        (501 / 10000)
    04.9% ct_truth       (492 / 10000)
    04.5% ff2_battleb    (452 / 10000)
    04.5% ct_lavos:full  (446 / 10000)
    04.2% ff8_heresy     (417 / 10000)
    04.1% ff4_golbez     (413 / 10000)
    03.6% ff5_excastle   (359 / 10000)
[NARSHE]:
    07.3% ot_stillsnow    (729 / 10000)
    06.4% ff6_narshe      (641 / 10000)
    05.8% xc2_tantal      (575 / 10000)
    05.5% top_cold        (551 / 10000)
    05.5% sd3_winter      (545 / 10000)
    03.5% ct_dome         (345 / 10000)
    03.4% ff7_snow        (342 / 10000)
    03.4% ff6_zozo        (335 / 10000)
    03.4% ff14_burn       (335 / 10000)
    03.3% ff12_paramina   (334 / 10000)
    03.2% sd3_blackmarket (321 / 10000)
    03.2% ot_sunshade     (320 / 10000)
    03.2% sd1s_decision   (318 / 10000)
    03.2% ff7_corel       (317 / 10000)
    03.2% xcx_sylvan      (317 / 10000)
    03.2% ptsk_level5     (316 / 10000)
    03.1% ys4_danan       (315 / 10000)
    03.1% ct_seal         (314 / 10000)
    03.1% rs3_underwater  (314 / 10000)
    03.1% sd1s_fate       (314 / 10000)
    03.1% sd2_8bells      (312 / 10000)
    03.1% xc1_valakn      (310 / 10000)
    03.1% ff10_gagazet    (309 / 10000)
    03.1% ffmq_forest     (306 / 10000)
    03.0% ff7_pizza       (298 / 10000)
    02.9% lu2_narvick     (294 / 10000)
    02.7% ff7_5years      (273 / 10000)
[CAVE]:
    04.0% bof2_wander       (398 / 10000)
    03.8% ff5_cave          (382 / 10000)
    03.8% ff4_cave          (375 / 10000)
    03.7% ct_silent         (372 / 10000)
    03.6% lagoon_spirits    (365 / 10000)
    03.6% ff10_calm         (365 / 10000)
    03.6% st_dungeon        (363 / 10000)
    03.6% ct_forest         (357 / 10000)
    03.6% top_cold          (357 / 10000)
    03.4% ff6_forest        (343 / 10000)
    03.4% xc1_valakn        (342 / 10000)
    03.4% ff4_underworld    (342 / 10000)
    03.3% sd2_field         (330 / 10000)
    02.9% iog_whispers      (286 / 10000)
    02.1% lu2_submarine     (214 / 10000)
    01.9% saga3_ruins       (193 / 10000)
    01.9% tn_darkworld      (188 / 10000)
    01.9% cc_pyre           (186 / 10000)
    01.8% ro_labyrinth      (185 / 10000)
    01.8% sots_boss:nointro (183 / 10000)
    01.8% sd2_pureland      (182 / 10000)
    01.8% zlttp_dungeon     (181 / 10000)
    01.8% sd2_mana          (181 / 10000)
    01.8% ff4_damcyan       (180 / 10000)
    01.8% ff12_barheim      (179 / 10000)
    01.8% ff5_world3        (177 / 10000)
    01.8% ff4_illusion      (176 / 10000)
    01.8% lu2_labyrinth     (176 / 10000)
    01.8% ff6_serpent       (176 / 10000)
    01.7% rs3_underwater    (173 / 10000)
    01.7% sd2_lofty         (172 / 10000)
    01.7% sd3_winter        (171 / 10000)
    01.7% xc3_alfeto        (170 / 10000)
    01.7% ffmq_forest       (166 / 10000)
    01.6% sd2_8bells        (162 / 10000)
    01.6% xc2_tantal        (160 / 10000)
    01.6% xcx_sylvan        (160 / 10000)
    01.6% ff7_pizza         (160 / 10000)
    01.6% ot_cliftlands     (159 / 10000)
    01.6% sd3_paths         (156 / 10000)
    01.6% ff7_desert        (155 / 10000)
    01.5% top_treant        (152 / 10000)
    01.5% sd2_desert        (150 / 10000)
[VELDT]:
    06.9% ct_rhythm        (687 / 10000)
    06.8% cc_hydra         (682 / 10000)
    06.8% ff6_veldt        (675 / 10000)
    06.7% sd3_counterpoint (666 / 10000)
    06.7% ct_bobonga       (665 / 10000)
    06.5% sd2_matango      (650 / 10000)
    06.4% lal_pogo         (642 / 10000)
    06.3% ff12_ozmone      (631 / 10000)
    05.9% ff14_battledt    (587 / 10000)
    03.7% ff5_what         (372 / 10000)
    03.5% ff6_umaro        (346 / 10000)
    03.4% ff7_costa        (341 / 10000)
    03.3% ff6_mountain     (332 / 10000)
    03.3% rs3_getpet       (331 / 10000)
    03.3% cc_valley        (326 / 10000)
    03.2% ff12_estersand   (319 / 10000)
    03.1% ct_mountain      (313 / 10000)
    03.0% ff12_prison      (302 / 10000)
    02.9% sd2_thunder      (295 / 10000)
    02.9% sd2_desert       (285 / 10000)
    02.8% ff5_pirates      (284 / 10000)
    02.7% wc2_orc1         (269 / 10000)
[SAVETHEM]:
    03.8% ff14_forthesky         (379 / 10000)
    03.6% fft_trisection         (359 / 10000)
    03.5% lu2_turret             (347 / 10000)
    03.5% ob_thunder             (346 / 10000)
    03.4% ff8_landing            (344 / 10000)
    03.4% sd1s_field             (344 / 10000)
    03.4% ff9_hunt               (337 / 10000)
    03.3% xg_flight              (332 / 10000)
    03.2% ff7_gun                (317 / 10000)
    03.1% sd1s_courage           (313 / 10000)
    03.1% fft_apoplexy:part1     (313 / 10000)
    02.0% bl_rebels              (199 / 10000)
    01.9% ff5_bridge             (190 / 10000)
    01.9% ff7_battle             (189 / 10000)
    01.9% ff1_fiend1             (187 / 10000)
    01.8% ff14_labten            (183 / 10000)
    01.8% wc2_orc1               (183 / 10000)
    01.8% fe15_whatlies          (181 / 10000)
    01.8% so2_rescue             (181 / 10000)
    01.8% wc2_human1             (180 / 10000)
    01.8% ff5_boss               (180 / 10000)
    01.8% ff6_locke              (179 / 10000)
    01.8% ff3_battle             (175 / 10000)
    01.7% ff9_dragons            (168 / 10000)
    01.7% ffx_battle             (168 / 10000)
    01.7% ys3_wings              (168 / 10000)
    01.7% sf2_guile              (167 / 10000)
    01.7% ct_theme               (166 / 10000)
    01.6% fft_antipyretic        (164 / 10000)
    01.6% xg_boss                (164 / 10000)
    01.6% ff8_battle             (163 / 10000)
    01.6% ff5_void2              (162 / 10000)
    01.6% ff6_unforgiven         (162 / 10000)
    01.6% sd3_tension            (162 / 10000)
    01.6% rs1_battle             (161 / 10000)
    01.6% ff9_siege              (161 / 10000)
    01.6% pfwotr_warcamp:nointro (158 / 10000)
    01.6% ff14_fate_ff6          (156 / 10000)
    01.6% ff7_hurry2             (156 / 10000)
    01.5% ffmq_gale              (153 / 10000)
    01.5% ff4_fiend              (152 / 10000)
    01.5% ff7_weapon             (152 / 10000)
    01.5% wa2_heimdal            (151 / 10000)
    01.5% xg_weltall             (151 / 10000)
    01.5% lal_theme              (150 / 10000)
    01.5% lu2_savior             (146 / 10000)
    01.4% ffmq_tower             (141 / 10000)
    01.4% ff5_dawn               (135 / 10000)
    01.2% ff5_excastle           (125 / 10000)
[EMPIRE]:
    06.1% ff6_empire         (614 / 10000)
    06.0% sd2_star           (603 / 10000)
    05.7% ff7_5years         (571 / 10000)
    05.7% sd3_intolerance    (569 / 10000)
    05.5% sd2_eternal        (550 / 10000)
    05.5% sd1s_decision      (545 / 10000)
    05.4% ct_zealpalace      (544 / 10000)
    04.6% ff8_witches        (456 / 10000)
    03.1% lu2_narvick        (310 / 10000)
    03.1% ff9_messenger      (308 / 10000)
    03.0% met3_lowernorfair  (300 / 10000)
    03.0% sd1s_fate          (300 / 10000)
    02.9% ff4_zot            (293 / 10000)
    02.9% ff4_somewhere      (291 / 10000)
    02.9% top_resur          (287 / 10000)
    02.8% ff6_catastrophe    (281 / 10000)
    02.8% totr_aquarians     (279 / 10000)
    02.8% ff12_prison        (278 / 10000)
    02.8% wc2_human1         (276 / 10000)
    02.8% met3_surface       (275 / 10000)
    02.7% lu1_prologue       (273 / 10000)
    02.7% ff6_troops         (267 / 10000)
    02.6% xc2_tantal         (265 / 10000)
    02.6% ff12_paramina      (263 / 10000)
    02.6% lu2_daos           (263 / 10000)
    02.5% ff9_blackwaltz     (252 / 10000)
    02.4% fft_apoplexy:part2 (244 / 10000)
    02.4% ffmq_tower         (243 / 10000)
[TROOPS]:
    08.1% ff4_babil       (810 / 10000)
    07.7% ffmq_fossil     (773 / 10000)
    07.5% lu2_tower       (749 / 10000)
    07.4% ff6_troops      (739 / 10000)
    07.0% ff4_baron       (699 / 10000)
    06.9% ffmq_tower      (692 / 10000)
    06.9% ff4_redwings    (692 / 10000)
    06.0% lu2_void        (602 / 10000)
    05.9% ff5_excastle    (586 / 10000)
    04.2% wc2_human1      (418 / 10000)
    03.9% fft_trisection  (385 / 10000)
    03.8% ffmq_gale       (379 / 10000)
    03.7% ff5_ship        (370 / 10000)
    03.7% ff7_gun         (366 / 10000)
    03.6% zlttp_darkworld (361 / 10000)
    03.6% ff5_bal         (359 / 10000)
    03.5% ff6_returners   (348 / 10000)
    03.4% ff5_void2       (340 / 10000)
    03.3% met3_surface    (332 / 10000)
[MARTIALLAW]:
    05.8% ff6_martiallaw  (584 / 10000)
    05.7% ff7_sadbar      (568 / 10000)
    05.6% ff8_mlaw        (561 / 10000)
    05.4% ff4_somewhere   (540 / 10000)
    05.2% ff7_pizza       (520 / 10000)
    05.1% sd2_city        (505 / 10000)
    02.9% ff6_ruintown    (292 / 10000)
    02.9% ff9_vivi        (291 / 10000)
    02.9% ff7_corel       (290 / 10000)
    02.8% ff14_burn       (283 / 10000)
    02.8% ffx_decision    (279 / 10000)
    02.8% ff6_zozo        (278 / 10000)
    02.8% ff6_empire      (275 / 10000)
    02.7% ct_factory      (273 / 10000)
    02.7% wa2_dungeon2    (272 / 10000)
    02.6% ff4_damcyan     (265 / 10000)
    02.6% ct_dome         (264 / 10000)
    02.6% sd2_lofty       (256 / 10000)
    02.5% sd3_blackmarket (254 / 10000)
    02.5% ff6_shadow      (253 / 10000)
    02.5% mi_scummbar     (253 / 10000)
    02.5% ff12_prison     (252 / 10000)
    02.5% xc2_morardain   (252 / 10000)
    02.5% ff12_barheim    (251 / 10000)
    02.5% ot_sunshade     (249 / 10000)
    02.5% sd2_intruder    (248 / 10000)
    02.4% ff6_narshe      (243 / 10000)
    02.4% sd2_scorpion    (242 / 10000)
    02.4% lu2_narvick     (241 / 10000)
    02.3% ffmq_fossil     (230 / 10000)
    02.2% ffmq_rock       (220 / 10000)
    02.2% sd1s_risingsun  (216 / 10000)
[METAMORPHOSIS]:
    05.0% ff5_exdeath       (496 / 10000)
    04.9% ff6_metamorphosis (487 / 10000)
    04.5% ffmq_hill         (452 / 10000)
    04.4% iog_boss          (442 / 10000)
    04.3% pw_cornered       (435 / 10000)
    04.3% ff9_boss          (434 / 10000)
    04.3% ct_tension        (433 / 10000)
    04.3% lu2_savior        (432 / 10000)
    04.3% ct_tylair         (429 / 10000)
    04.2% sd2_morning       (421 / 10000)
    04.0% met3_brain        (402 / 10000)
    04.0% ff9_siege         (402 / 10000)
    03.9% xg_weltall        (394 / 10000)
    03.9% ff7_hurry2        (390 / 10000)
    03.8% ff9_dragons       (383 / 10000)
    03.6% ob_battle         (362 / 10000)
    03.6% sd3_mana          (362 / 10000)
    02.3% sd2_boss          (234 / 10000)
    02.3% ff14_battlem      (230 / 10000)
    02.2% rs3_getpet        (218 / 10000)
    02.2% sd3_faith         (217 / 10000)
    02.2% ff2_battle2       (216 / 10000)
    02.1% ff4_restless      (208 / 10000)
    02.1% ff6_atma          (207 / 10000)
    02.0% ct_boss2          (198 / 10000)
    02.0% ff8_landing       (198 / 10000)
    02.0% ct_lavos          (198 / 10000)
    01.9% ff6_unforgiven    (193 / 10000)
    01.9% cc_flame          (190 / 10000)
    01.7% fft_apoplexy      (170 / 10000)
    01.7% ff7_weapon        (167 / 10000)
[TRAIN]:
    02.9% ff5_book           (286 / 10000)
    02.8% ff5_curse_tr       (275 / 10000)
    02.7% sd2_eternal        (274 / 10000)
    02.7% zlttp_dungeon      (274 / 10000)
    02.7% ff6_train:tr       (268 / 10000)
    02.6% xc2_tantal         (262 / 10000)
    02.6% doom2_doom:tr      (260 / 10000)
    02.6% cc_harle:tr        (257 / 10000)
    02.5% ff12_barheim       (252 / 10000)
    02.3% ff9_blackwaltz:tr  (233 / 10000)
    02.2% sd1s_decision      (225 / 10000)
    02.2% ff8_witches        (216 / 10000)
    01.6% cc_deadsea:tr      (159 / 10000)
    01.5% cc_pyre            (150 / 10000)
    01.5% lal_labyrinth      (149 / 10000)
    01.5% ff6_floating       (148 / 10000)
    01.5% iog_larai          (148 / 10000)
    01.5% zaol_temple        (148 / 10000)
    01.5% ff4_moon           (145 / 10000)
    01.4% totr_ruins         (142 / 10000)
    01.4% ff7_reunion        (142 / 10000)
    01.4% totr_aquarians     (142 / 10000)
    01.4% ff3_hyne           (141 / 10000)
    01.4% smw_castle         (141 / 10000)
    01.4% ro_labyrinth:tr    (140 / 10000)
    01.4% ff6_empire         (140 / 10000)
    01.4% ff12_prison:tr     (140 / 10000)
    01.4% ct_sewer:tr        (140 / 10000)
    01.4% sd2_8bells         (139 / 10000)
    01.4% cv4_chandeliers:tr (139 / 10000)
    01.4% ff7_5years         (138 / 10000)
    01.4% ct_trial           (138 / 10000)
    01.4% st_dungeon         (137 / 10000)
    01.4% ff14_burn          (136 / 10000)
    01.4% ff9_extraction     (136 / 10000)
    01.4% ff12_paramina      (135 / 10000)
    01.4% ct_zealpalace      (135 / 10000)
    01.4% sd2_thanatos       (135 / 10000)
    01.4% xg_mermaid:tr      (135 / 10000)
    01.4% ff6_ruin           (135 / 10000)
    01.4% met3_crateria      (135 / 10000)
    01.3% ct_keeper          (134 / 10000)
    01.3% ff7_desert         (133 / 10000)
    01.3% ff5_seal           (133 / 10000)
    01.3% totr_sion          (133 / 10000)
    01.3% ff7_planet         (133 / 10000)
    01.3% met3_lowernorfair  (133 / 10000)
    01.3% fft_apoplexy:part2 (128 / 10000)
    01.3% ff4_zot            (128 / 10000)
    01.3% ff7_mako           (127 / 10000)
    01.3% ff2_battleb:tr     (127 / 10000)
    01.2% sd3_intolerance    (124 / 10000)
    01.2% sd1s_fate          (124 / 10000)
    01.2% lagoon_spirits     (124 / 10000)
    01.2% ff7_pizza          (123 / 10000)
    01.2% sd3_winter         (122 / 10000)
    01.2% ffmq_forest:tr     (121 / 10000)
    01.2% ng3_defeat         (121 / 10000)
    01.2% ff10_ambition      (119 / 10000)
    01.1% ff6_zozo           (115 / 10000)
    01.1% blord_ruins        (114 / 10000)
    01.1% ff4_golbez         (112 / 10000)
    01.1% iog_whispers       (105 / 10000)
    01.0% ff6_fanatics       (97 / 10000)
[ESPERS]:
    04.2% ff6_espers     (424 / 10000)
    04.2% ff7_planet     (420 / 10000)
    04.2% sd3_angels     (416 / 10000)
    04.1% ct_schala      (410 / 10000)
    04.0% ff4_illusion   (402 / 10000)
    04.0% lal_labyrinth  (397 / 10000)
    03.9% ff12_crystal   (393 / 10000)
    03.8% top_cold       (376 / 10000)
    02.2% saga3_ruins    (224 / 10000)
    02.2% ff7_temple     (220 / 10000)
    02.2% top_freeze     (219 / 10000)
    02.1% ff10_calm      (214 / 10000)
    02.1% rd_summer      (209 / 10000)
    02.1% tn_darkworld   (209 / 10000)
    02.1% ct_seal        (207 / 10000)
    02.0% ff6_forest     (204 / 10000)
    02.0% lu2_narvick    (204 / 10000)
    02.0% ct_keeper      (203 / 10000)
    02.0% xcx_sylvan     (203 / 10000)
    02.0% lagoon_spirits (202 / 10000)
    02.0% lu2_submarine  (199 / 10000)
    02.0% sd2_prayer     (198 / 10000)
    02.0% rs3_underwater (197 / 10000)
    01.9% ffmq_forest    (193 / 10000)
    01.9% ff9_extraction (192 / 10000)
    01.9% ff7_reunion    (192 / 10000)
    01.9% top_treant     (192 / 10000)
    01.9% ys4_danan      (191 / 10000)
    01.9% sd2_lofty      (191 / 10000)
    01.9% so2_world1:b   (190 / 10000)
    01.9% ff5_world3     (190 / 10000)
    01.9% ff7_snow       (189 / 10000)
    01.8% sd2_8bells     (185 / 10000)
    01.8% sd2_hope       (184 / 10000)
    01.8% iog_womb       (182 / 10000)
    01.8% ff2_battleb    (180 / 10000)
    01.8% ff8_witches    (179 / 10000)
    01.8% xc2_tantal     (179 / 10000)
    01.8% ng3_defeat     (178 / 10000)
    01.7% ff5_world2     (174 / 10000)
    01.7% sd2_pureland   (168 / 10000)
    01.7% ff3_eureka     (168 / 10000)
    01.5% iog_whispers   (153 / 10000)
[GRANDFINALE]:
    03.0% smrpg_battle           (297 / 10000)
    01.2% sf2_guile              (119 / 10000)
    00.9% spo_fight              (95 / 10000)
    00.9% ffmq_final             (94 / 10000)
    00.9% ct_boss2               (91 / 10000)
    00.9% rs2_heroes             (90 / 10000)
    00.9% 7th_darkness           (90 / 10000)
    00.9% doom_e1m1              (89 / 10000)
    00.9% garou_hotaru           (89 / 10000)
    00.9% ff9_siege              (88 / 10000)
    00.9% ct_spekkio             (87 / 10000)
    00.9% sd2_final              (86 / 10000)
    00.9% ff6_final              (85 / 10000)
    00.9% pw_cornered            (85 / 10000)
    00.8% mmx_prologue           (84 / 10000)
    00.8% ff1_final              (83 / 10000)
    00.8% arc_battle             (83 / 10000)
    00.8% ff8_laguna             (82 / 10000)
    00.8% xg_flight              (82 / 10000)
    00.8% totr_pathboss          (82 / 10000)
    00.8% ff5_decisive           (81 / 10000)
